ENTIDAD,MUN,LOC,AGEB,MZA,NOM_LOC,GRAPROES,PEA,POCUPADA,P15YM_SE,VPH_C_SERV,VPH_SNBIEN,P_18A24,P_60YMAS,REL_H_M,POBTOT,TOTHOG,POBHOG,VIVPAR_HAB,VPH_NDACMM,VPH_AUTOM,VPH_MOTO,VPH_BICI,ClaveGeo
14,039,0001,1289,010,Guadalajara,13.66,76.0,73.0,0.0,41.0,0.0,9.0,25.0,105.17,119.0,41.0,119.0,39.0,6.0,35.0,,12.0,1403900011289010
14,039,0001,1289,011,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900011289011
14,039,0001,1289,012,Guadalajara,16.11,24.0,24.0,0.0,12.0,0.0,4.0,7.0,69.23,44.0,12.0,44.0,12.0,,11.0,,4.0,1403900011289012
14,039,0001,1289,013,Guadalajara,14.13,6.0,6.0,0.0,6.0,0.0,,7.0,100.0,16.0,6.0,16.0,6.0,,4.0,0.0,,1403900011289013
14,039,0001,1289,014,Guadalajara,15.16,48.0,48.0,0.0,32.0,0.0,6.0,7.0,67.44,72.0,32.0,72.0,19.0,,30.0,,9.0,1403900011289014
14,039,0001,1289,015,Guadalajara,13.83,23.0,23.0,0.0,13.0,0.0,,3.0,113.33,32.0,13.0,32.0,13.0,,11.0,,10.0,1403900011289015
14,039,0001,1289,016,Guadalajara,13.89,16.0,16.0,0.0,8.0,0.0,4.0,3.0,90.0,19.0,8.0,19.0,8.0,0.0,8.0,,3.0,1403900011289016
14,039,0001,1289,017,Guadalajara,12.57,29.0,29.0,3.0,12.0,0.0,4.0,28.0,143.48,56.0,12.0,33.0,12.0,0.0,12.0,0.0,,1403900011289017
14,039,0001,1289,018,Guadalajara,15.19,210.0,210.0,0.0,136.0,0.0,37.0,63.0,95.92,288.0,136.0,288.0,136.0,17.0,119.0,3.0,20.0,1403900011289018
14,039,0001,1289,019,Guadalajara,13.4,31.0,31.0,0.0,18.0,0.0,4.0,16.0,68.18,37.0,18.0,37.0,17.0,3.0,15.0,0.0,,1403900011289019
14,039,0001,1289,020,Guadalajara,15.15,42.0,42.0,0.0,26.0,0.0,,10.0,108.0,52.0,26.0,52.0,26.0,3.0,23.0,0.0,10.0,1403900011289020
14,039,0001,1289,021,Guadalajara,14.59,17.0,17.0,0.0,14.0,0.0,5.0,13.0,123.53,38.0,14.0,38.0,13.0,,13.0,,,1403900011289021
14,039,0001,1289,022,Guadalajara,13.91,18.0,18.0,,12.0,0.0,4.0,11.0,63.64,36.0,12.0,36.0,12.0,,11.0,,5.0,1403900011289022
14,039,0001,1289,023,Guadalajara,14.69,27.0,27.0,0.0,18.0,0.0,5.0,6.0,153.85,33.0,18.0,33.0,17.0,4.0,14.0,0.0,7.0,1403900011289023
14,039,0001,1289,024,Guadalajara,15.37,20.0,20.0,0.0,11.0,0.0,3.0,9.0,71.43,36.0,11.0,36.0,11.0,0.0,11.0,,4.0,1403900011289024
14,039,0001,1289,025,Guadalajara,15.42,61.0,61.0,0.0,33.0,0.0,4.0,20.0,84.44,83.0,33.0,83.0,30.0,4.0,29.0,,6.0,1403900011289025
14,039,0001,1289,026,Guadalajara,16.7,22.0,22.0,0.0,10.0,0.0,3.0,13.0,78.95,34.0,10.0,34.0,10.0,0.0,10.0,,3.0,1403900011289026
14,039,0001,1289,027,Guadalajara,15.06,34.0,34.0,0.0,20.0,0.0,6.0,12.0,59.46,59.0,20.0,59.0,20.0,,18.0,,5.0,1403900011289027
14,039,0001,1289,028,Guadalajara,,,,,,,,,,3.0,,,,,,,,1403900011289028
14,039,0001,1289,029,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900011289029
14,039,0001,1289,030,Guadalajara,14.46,24.0,24.0,0.0,13.0,0.0,,4.0,94.44,35.0,13.0,35.0,10.0,0.0,13.0,0.0,4.0,1403900011289030
14,039,0001,1289,031,Guadalajara,12.56,18.0,18.0,0.0,6.0,0.0,0.0,7.0,75.0,21.0,6.0,21.0,6.0,0.0,6.0,0.0,,1403900011289031
14,039,0001,1289,032,Guadalajara,,,,,,,,,,4.0,,,,,,,,1403900011289032
14,039,0001,1289,033,Guadalajara,13.45,17.0,17.0,0.0,5.0,0.0,3.0,6.0,187.5,23.0,6.0,23.0,6.0,0.0,5.0,0.0,,1403900011289033
14,039,0001,1289,034,Guadalajara,14.21,10.0,8.0,0.0,6.0,0.0,4.0,5.0,46.15,19.0,6.0,19.0,6.0,0.0,6.0,0.0,,1403900011289034
14,039,0001,1289,035,Guadalajara,14.51,80.0,78.0,0.0,54.0,0.0,27.0,32.0,88.73,134.0,54.0,134.0,54.0,0.0,54.0,,6.0,1403900011289035
14,039,0001,1289,036,Guadalajara,15.32,81.0,81.0,0.0,48.0,0.0,20.0,14.0,124.53,119.0,48.0,119.0,48.0,,47.0,,5.0,1403900011289036
14,039,0001,1289,037,Guadalajara,14.88,47.0,47.0,0.0,32.0,0.0,11.0,9.0,100.0,74.0,32.0,74.0,32.0,3.0,29.0,,,1403900011289037
14,039,0001,1293,001,Guadalajara,14.58,28.0,28.0,0.0,17.0,0.0,,7.0,86.36,41.0,17.0,41.0,17.0,3.0,13.0,,3.0,1403900011293001
14,039,0001,1293,002,Guadalajara,12.85,8.0,7.0,0.0,4.0,0.0,0.0,6.0,40.0,14.0,4.0,14.0,4.0,0.0,4.0,0.0,0.0,1403900011293002
14,039,0001,1293,003,Guadalajara,13.92,23.0,23.0,,10.0,0.0,,11.0,122.22,40.0,10.0,40.0,10.0,,9.0,,3.0,1403900011293003
14,039,0001,1293,004,Guadalajara,13.1,34.0,33.0,0.0,16.0,0.0,9.0,14.0,80.0,54.0,16.0,54.0,16.0,4.0,12.0,0.0,3.0,1403900011293004
14,039,0001,1293,005,Guadalajara,16.82,10.0,10.0,0.0,7.0,0.0,0.0,,180.0,14.0,7.0,14.0,7.0,0.0,7.0,0.0,,1403900011293005
14,039,0001,1293,006,Guadalajara,15.27,15.0,15.0,0.0,11.0,0.0,,6.0,78.57,25.0,11.0,25.0,11.0,,10.0,0.0,,1403900011293006
14,039,0001,1293,007,Guadalajara,12.71,4.0,4.0,0.0,3.0,0.0,0.0,3.0,133.33,7.0,3.0,7.0,3.0,,,0.0,0.0,1403900011293007
14,039,0001,1293,008,Guadalajara,13.95,16.0,16.0,0.0,8.0,0.0,4.0,7.0,100.0,26.0,8.0,26.0,8.0,,6.0,,,1403900011293008
14,039,0001,1293,009,Guadalajara,13.29,20.0,20.0,0.0,11.0,0.0,,14.0,72.22,31.0,11.0,31.0,11.0,,9.0,,,1403900011293009
14,039,0001,1293,010,Guadalajara,12.86,7.0,7.0,0.0,5.0,0.0,0.0,3.0,100.0,8.0,5.0,8.0,5.0,,4.0,,0.0,1403900011293010
14,039,0001,1293,011,Guadalajara,15.08,50.0,50.0,0.0,39.0,0.0,,16.0,95.12,80.0,39.0,80.0,22.0,5.0,34.0,3.0,13.0,1403900011293011
14,039,0001,1293,012,Guadalajara,,,,,,,,,,7.0,,,,,,,,1403900011293012
14,039,0001,1293,013,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900011293013
14,039,0001,1293,014,Guadalajara,16.8,30.0,30.0,0.0,18.0,0.0,6.0,3.0,122.22,40.0,18.0,40.0,18.0,,17.0,3.0,6.0,1403900011293014
14,039,0001,1293,015,Guadalajara,,,,,,,,,,5.0,,,,,,,,1403900011293015
14,039,0001,1293,016,Guadalajara,15.25,16.0,16.0,0.0,9.0,0.0,,10.0,50.0,24.0,9.0,16.0,9.0,4.0,5.0,0.0,0.0,1403900011293016
14,039,0001,1293,017,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900011293017
14,039,0001,1293,018,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900011293018
14,039,0001,1293,019,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900011293019
14,039,0001,1293,020,Guadalajara,,,,,,,,,,6.0,,,,,,,,1403900011293020
14,039,0001,1293,021,Guadalajara,13.63,,,0.0,3.0,0.0,,6.0,100.0,8.0,3.0,8.0,3.0,,,0.0,,1403900011293021
14,039,0001,1293,022,Guadalajara,14.96,13.0,13.0,0.0,9.0,0.0,6.0,7.0,130.0,23.0,9.0,23.0,9.0,0.0,9.0,0.0,0.0,1403900011293022
14,039,0001,1293,023,Guadalajara,17.1,9.0,9.0,0.0,6.0,0.0,0.0,,400.0,10.0,6.0,10.0,6.0,0.0,6.0,0.0,,1403900011293023
14,039,0001,1293,024,Guadalajara,14.0,31.0,30.0,0.0,29.0,0.0,4.0,24.0,82.86,64.0,29.0,64.0,29.0,5.0,24.0,,5.0,1403900011293024
14,039,0001,1293,025,Guadalajara,13.47,25.0,25.0,0.0,16.0,0.0,0.0,9.0,80.95,38.0,16.0,38.0,15.0,,14.0,,4.0,1403900011293025
14,039,0001,1293,026,Guadalajara,16.06,52.0,51.0,0.0,39.0,0.0,3.0,10.0,89.47,72.0,39.0,72.0,35.0,4.0,35.0,3.0,7.0,1403900011293026
14,039,0001,1293,027,Guadalajara,13.77,12.0,12.0,0.0,5.0,0.0,4.0,,160.0,13.0,5.0,13.0,5.0,,4.0,0.0,0.0,1403900011293027
14,039,0001,1293,028,Guadalajara,,,,,,,,,,7.0,,,,,,,,1403900011293028
14,039,0001,1293,029,Guadalajara,13.65,16.0,16.0,0.0,12.0,0.0,,10.0,76.47,30.0,12.0,30.0,10.0,5.0,7.0,,3.0,1403900011293029
14,039,0001,1293,030,Guadalajara,14.34,33.0,33.0,0.0,19.0,0.0,4.0,7.0,122.73,49.0,19.0,49.0,17.0,7.0,12.0,0.0,7.0,1403900011293030
14,039,0001,1293,031,Guadalajara,,,,,,,,,,2.0,,,,,,,,1403900011293031
14,039,0001,1293,032,Guadalajara,13.18,7.0,7.0,0.0,8.0,0.0,,10.0,80.0,18.0,8.0,18.0,8.0,5.0,3.0,0.0,,1403900011293032
14,039,0001,1293,033,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1403900011293033
14,039,0001,1293,034,Guadalajara,15.2,41.0,41.0,0.0,23.0,0.0,4.0,17.0,110.71,59.0,23.0,59.0,23.0,,21.0,0.0,3.0,1403900011293034
14,039,0001,1293,035,Guadalajara,15.12,19.0,19.0,0.0,8.0,0.0,5.0,5.0,40.0,28.0,8.0,19.0,8.0,0.0,8.0,0.0,3.0,1403900011293035
14,039,0001,1293,036,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900011293036
14,039,0001,1293,037,Guadalajara,14.0,19.0,19.0,0.0,8.0,0.0,,9.0,80.0,27.0,8.0,27.0,8.0,0.0,8.0,,,1403900011293037
14,039,0001,1293,038,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900011293038
14,039,0001,1293,039,Guadalajara,,,,,,,,,,16.0,,,,,,,,1403900011293039
14,039,0001,1293,040,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1403900011293040
14,039,0001,1293,041,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900011293041
14,039,0001,1293,042,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900011293042
14,039,0001,1306,001,Guadalajara,13.06,33.0,33.0,5.0,28.0,0.0,13.0,19.0,63.04,75.0,28.0,75.0,13.0,3.0,25.0,,11.0,1403900011306001
14,039,0001,1306,002,Guadalajara,14.11,11.0,11.0,0.0,9.0,0.0,,6.0,40.0,21.0,9.0,21.0,6.0,0.0,9.0,,,1403900011306002
14,039,0001,1306,003,Guadalajara,12.03,19.0,19.0,,12.0,0.0,,13.0,72.22,31.0,12.0,31.0,7.0,,10.0,0.0,,1403900011306003
14,039,0001,1306,004,Guadalajara,15.83,40.0,40.0,0.0,30.0,0.0,,15.0,111.11,57.0,30.0,57.0,21.0,,28.0,,5.0,1403900011306004
14,039,0001,1306,005,Guadalajara,13.18,7.0,7.0,0.0,6.0,0.0,,6.0,120.0,11.0,6.0,11.0,4.0,0.0,6.0,0.0,,1403900011306005
14,039,0001,1306,006,Guadalajara,12.28,14.0,13.0,,6.0,0.0,,5.0,58.33,19.0,7.0,19.0,6.0,0.0,6.0,,,1403900011306006
14,039,0001,1306,007,Guadalajara,13.63,6.0,6.0,0.0,5.0,0.0,,,180.0,14.0,5.0,14.0,,0.0,5.0,0.0,0.0,1403900011306007
14,039,0001,1306,008,Guadalajara,12.28,16.0,16.0,0.0,10.0,0.0,5.0,7.0,83.33,33.0,10.0,33.0,8.0,,7.0,,3.0,1403900011306008
14,039,0001,1306,009,Guadalajara,13.38,38.0,38.0,,24.0,0.0,10.0,15.0,90.0,57.0,24.0,57.0,16.0,,21.0,3.0,6.0,1403900011306009
14,039,0001,1306,010,Guadalajara,12.78,13.0,13.0,0.0,8.0,0.0,,6.0,133.33,21.0,8.0,21.0,6.0,3.0,5.0,0.0,3.0,1403900011306010
14,039,0001,1306,011,Guadalajara,,,,,,,,,,6.0,,,,,,,,1403900011306011
14,039,0001,1306,012,Guadalajara,15.0,6.0,6.0,0.0,6.0,0.0,0.0,3.0,40.0,14.0,6.0,14.0,5.0,3.0,3.0,0.0,,1403900011306012
14,039,0001,1306,013,Guadalajara,13.86,44.0,43.0,0.0,18.0,0.0,11.0,10.0,114.29,60.0,18.0,37.0,15.0,,16.0,,6.0,1403900011306013
14,039,0001,1306,014,Guadalajara,12.53,23.0,23.0,,12.0,0.0,6.0,11.0,78.95,34.0,12.0,34.0,7.0,,11.0,,3.0,1403900011306014
14,039,0001,1306,015,Guadalajara,15.91,18.0,18.0,0.0,11.0,0.0,,11.0,58.82,27.0,11.0,27.0,7.0,,10.0,0.0,,1403900011306015
14,039,0001,1306,016,Guadalajara,14.18,5.0,5.0,0.0,3.0,0.0,3.0,5.0,83.33,11.0,3.0,11.0,3.0,0.0,3.0,,,1403900011306016
14,039,0001,1306,017,Guadalajara,11.75,7.0,7.0,0.0,4.0,0.0,,,100.0,8.0,4.0,8.0,,0.0,4.0,,0.0,1403900011306017
14,039,0001,1306,018,Guadalajara,15.76,72.0,72.0,0.0,61.0,0.0,6.0,27.0,103.45,118.0,61.0,118.0,54.0,6.0,54.0,5.0,16.0,1403900011306018
14,039,0001,1310,001,Guadalajara,15.93,51.0,51.0,0.0,35.0,0.0,3.0,,123.08,58.0,35.0,58.0,33.0,5.0,30.0,3.0,7.0,1403900011310001
14,039,0001,1310,002,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1403900011310002
14,039,0001,1310,003,Guadalajara,14.48,23.0,23.0,0.0,11.0,0.0,5.0,,145.45,27.0,12.0,27.0,12.0,,8.0,,0.0,1403900011310003
14,039,0001,1310,004,Guadalajara,14.71,22.0,22.0,0.0,9.0,0.0,,8.0,146.15,32.0,9.0,32.0,9.0,3.0,5.0,,,1403900011310004
14,039,0001,1310,005,Guadalajara,13.7,13.0,13.0,,10.0,0.0,5.0,6.0,116.67,26.0,10.0,26.0,10.0,,9.0,,3.0,1403900011310005
14,039,0001,1310,006,Guadalajara,13.88,5.0,5.0,0.0,3.0,0.0,,,14.29,8.0,3.0,8.0,3.0,0.0,3.0,0.0,,1403900011310006
14,039,0001,1310,007,Guadalajara,15.14,121.0,120.0,0.0,63.0,0.0,9.0,14.0,140.63,154.0,63.0,154.0,50.0,9.0,53.0,6.0,9.0,1403900011310007
14,039,0001,1310,008,Guadalajara,14.24,44.0,44.0,,25.0,0.0,,10.0,116.0,54.0,25.0,54.0,25.0,7.0,18.0,0.0,4.0,1403900011310008
14,039,0001,1310,009,Guadalajara,14.23,82.0,81.0,3.0,45.0,0.0,9.0,21.0,93.44,118.0,47.0,108.0,15.0,13.0,30.0,6.0,8.0,1403900011310009
14,039,0001,1310,010,Guadalajara,14.54,19.0,19.0,0.0,13.0,0.0,3.0,,145.45,27.0,13.0,27.0,12.0,5.0,7.0,,4.0,1403900011310010
14,039,0001,1310,011,Guadalajara,,,,,,,,,,4.0,,,,,,,,1403900011310011
14,039,0001,1310,012,Guadalajara,16.31,25.0,25.0,0.0,17.0,0.0,,,420.0,26.0,17.0,26.0,13.0,4.0,12.0,5.0,5.0,1403900011310012
14,039,0001,1310,013,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1403900011310013
14,039,0001,1310,014,Guadalajara,,,,,,,,,,3.0,,,,,,,,1403900011310014
14,039,0001,1310,015,Guadalajara,13.76,10.0,10.0,0.0,6.0,0.0,,6.0,112.5,17.0,6.0,17.0,6.0,,4.0,0.0,0.0,1403900011310015
14,039,0001,1310,016,Guadalajara,13.34,55.0,55.0,0.0,13.0,0.0,,27.0,15.25,68.0,13.0,30.0,12.0,4.0,9.0,,3.0,1403900011310016
14,039,0001,1310,017,Guadalajara,13.94,38.0,37.0,0.0,21.0,0.0,5.0,7.0,93.1,56.0,21.0,56.0,20.0,7.0,14.0,3.0,4.0,1403900011310017
14,039,0001,1310,018,Guadalajara,,,,,,,,,,2.0,,,,,,,,1403900011310018
14,039,0001,1310,019,Guadalajara,,,,,,,,,,8.0,,,,,,,,1403900011310019
14,039,0001,1310,020,Guadalajara,12.08,20.0,19.0,0.0,11.0,0.0,6.0,12.0,41.67,51.0,11.0,32.0,11.0,3.0,7.0,,4.0,1403900011310020
14,039,0001,1310,021,Guadalajara,14.93,57.0,57.0,0.0,34.0,0.0,8.0,13.0,97.44,77.0,34.0,77.0,31.0,12.0,20.0,3.0,8.0,1403900011310021
14,039,0001,1310,022,Guadalajara,9.86,67.0,66.0,38.0,23.0,0.0,5.0,65.0,31.48,142.0,23.0,70.0,22.0,6.0,15.0,3.0,8.0,1403900011310022
14,039,0001,1310,023,Guadalajara,13.37,12.0,10.0,,9.0,0.0,4.0,7.0,53.85,20.0,9.0,20.0,9.0,3.0,6.0,0.0,,1403900011310023
14,039,0001,1310,024,Guadalajara,,,,,,,,,,3.0,,,,,,,,1403900011310024
14,039,0001,1310,025,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900011310025
14,039,0001,1310,026,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900011310026
14,039,0001,1310,027,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900011310027
14,039,0001,1325,001,Guadalajara,13.44,67.0,65.0,,32.0,0.0,11.0,19.0,111.32,112.0,32.0,112.0,28.0,11.0,20.0,3.0,7.0,1403900011325001
14,039,0001,1325,002,Guadalajara,14.0,9.0,9.0,0.0,5.0,0.0,0.0,3.0,37.5,11.0,5.0,11.0,5.0,,4.0,0.0,,1403900011325002
14,039,0001,1325,003,Guadalajara,16.6,7.0,7.0,0.0,4.0,0.0,0.0,,100.0,12.0,4.0,12.0,4.0,0.0,4.0,0.0,,1403900011325003
14,039,0001,1325,004,Guadalajara,14.43,31.0,31.0,0.0,17.0,0.0,5.0,8.0,65.22,38.0,17.0,38.0,16.0,6.0,10.0,3.0,6.0,1403900011325004
14,039,0001,1325,005,Guadalajara,,,,,,,,,,6.0,,,,,,,,1403900011325005
14,039,0001,1325,006,Guadalajara,15.16,45.0,45.0,0.0,30.0,0.0,8.0,13.0,129.03,71.0,30.0,71.0,20.0,8.0,21.0,3.0,11.0,1403900011325006
14,039,0001,1325,007,Guadalajara,12.69,27.0,26.0,,23.0,0.0,,14.0,92.31,50.0,23.0,50.0,23.0,14.0,8.0,,3.0,1403900011325007
14,039,0001,1325,008,Guadalajara,12.64,26.0,25.0,0.0,17.0,0.0,4.0,8.0,70.37,46.0,17.0,46.0,15.0,7.0,10.0,,7.0,1403900011325008
14,039,0001,1325,009,Guadalajara,12.93,58.0,57.0,0.0,28.0,0.0,10.0,13.0,105.41,76.0,28.0,76.0,28.0,11.0,15.0,5.0,13.0,1403900011325009
14,039,0001,1325,010,Guadalajara,13.47,44.0,44.0,0.0,30.0,0.0,4.0,15.0,86.49,69.0,30.0,69.0,30.0,18.0,11.0,,10.0,1403900011325010
14,039,0001,1325,011,Guadalajara,12.94,33.0,31.0,,16.0,0.0,5.0,13.0,68.42,64.0,16.0,42.0,16.0,5.0,11.0,,3.0,1403900011325011
14,039,0001,1325,012,Guadalajara,13.5,20.0,20.0,,10.0,0.0,5.0,8.0,106.67,31.0,10.0,31.0,10.0,5.0,5.0,,,1403900011325012
14,039,0001,1325,013,Guadalajara,13.55,21.0,20.0,,15.0,0.0,4.0,8.0,95.0,39.0,15.0,37.0,15.0,9.0,6.0,0.0,,1403900011325013
14,039,0001,1325,014,Guadalajara,11.89,7.0,7.0,,5.0,0.0,,3.0,425.0,21.0,5.0,11.0,4.0,,3.0,,,1403900011325014
14,039,0001,1325,015,Guadalajara,14.11,20.0,19.0,0.0,9.0,0.0,0.0,3.0,114.29,30.0,9.0,22.0,8.0,0.0,7.0,,,1403900011325015
14,039,0001,1325,016,Guadalajara,14.91,34.0,33.0,0.0,21.0,0.0,4.0,8.0,80.0,45.0,21.0,45.0,9.0,5.0,16.0,3.0,10.0,1403900011325016
14,039,0001,1325,017,Guadalajara,14.67,5.0,5.0,0.0,5.0,0.0,0.0,5.0,125.0,9.0,5.0,9.0,5.0,,3.0,0.0,,1403900011325017
14,039,0001,1325,018,Guadalajara,16.24,79.0,79.0,0.0,49.0,0.0,8.0,12.0,132.56,100.0,50.0,100.0,46.0,10.0,39.0,,14.0,1403900011325018
14,039,0001,1325,019,Guadalajara,14.73,44.0,43.0,,26.0,0.0,5.0,12.0,94.44,70.0,26.0,70.0,24.0,7.0,19.0,,9.0,1403900011325019
14,039,0001,1325,020,Guadalajara,13.67,31.0,31.0,0.0,16.0,0.0,4.0,14.0,136.84,45.0,16.0,45.0,15.0,5.0,11.0,,5.0,1403900011325020
14,039,0001,1325,021,Guadalajara,13.08,22.0,22.0,0.0,19.0,0.0,,16.0,88.0,47.0,19.0,47.0,19.0,9.0,10.0,0.0,,1403900011325021
14,039,0001,1325,022,Guadalajara,13.43,34.0,33.0,,28.0,0.0,5.0,23.0,77.27,78.0,28.0,78.0,28.0,15.0,13.0,0.0,,1403900011325022
14,039,0001,1325,023,Guadalajara,12.57,54.0,54.0,0.0,37.0,0.0,14.0,17.0,95.92,96.0,37.0,96.0,28.0,18.0,18.0,,9.0,1403900011325023
14,039,0001,1325,024,Guadalajara,13.88,36.0,36.0,0.0,22.0,0.0,3.0,9.0,85.71,52.0,22.0,50.0,21.0,9.0,13.0,0.0,6.0,1403900011325024
14,039,0001,1325,025,Guadalajara,12.03,24.0,23.0,0.0,15.0,0.0,,4.0,85.71,39.0,15.0,39.0,15.0,10.0,5.0,0.0,5.0,1403900011325025
14,039,0001,1325,026,Guadalajara,13.14,21.0,21.0,0.0,16.0,0.0,,11.0,95.65,45.0,16.0,45.0,15.0,7.0,8.0,,6.0,1403900011325026
14,039,0001,1325,027,Guadalajara,12.62,28.0,28.0,0.0,14.0,0.0,12.0,6.0,84.0,46.0,14.0,46.0,14.0,10.0,4.0,0.0,5.0,1403900011325027
14,039,0001,1325,028,Guadalajara,14.58,59.0,59.0,,32.0,0.0,12.0,19.0,120.51,86.0,32.0,86.0,32.0,14.0,18.0,0.0,11.0,1403900011325028
14,039,0001,1325,029,Guadalajara,14.45,34.0,34.0,0.0,18.0,0.0,4.0,9.0,88.46,49.0,18.0,47.0,15.0,9.0,8.0,,5.0,1403900011325029
14,039,0001,1325,030,Guadalajara,14.3,34.0,32.0,0.0,23.0,0.0,4.0,7.0,193.33,44.0,23.0,44.0,13.0,8.0,15.0,,3.0,1403900011325030
14,039,0001,1325,031,Guadalajara,14.12,58.0,57.0,0.0,38.0,0.0,13.0,16.0,111.9,89.0,38.0,89.0,19.0,21.0,17.0,0.0,10.0,1403900011325031
14,039,0001,1325,032,Guadalajara,13.41,38.0,37.0,0.0,21.0,0.0,5.0,7.0,83.33,66.0,21.0,66.0,21.0,5.0,16.0,,6.0,1403900011325032
14,039,0001,1325,033,Guadalajara,14.18,23.0,23.0,0.0,13.0,0.0,4.0,12.0,85.71,39.0,13.0,39.0,13.0,7.0,5.0,3.0,3.0,1403900011325033
14,039,0001,1325,034,Guadalajara,14.72,62.0,61.0,0.0,37.0,,9.0,21.0,102.0,101.0,37.0,101.0,29.0,8.0,29.0,,4.0,1403900011325034
14,039,0001,1325,035,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1403900011325035
14,039,0001,1325,036,Guadalajara,15.8,8.0,8.0,0.0,6.0,0.0,,,42.86,10.0,6.0,10.0,5.0,4.0,,0.0,0.0,1403900011325036
14,039,0001,1325,037,Guadalajara,14.29,27.0,26.0,0.0,17.0,0.0,4.0,7.0,111.11,38.0,17.0,38.0,10.0,9.0,7.0,,4.0,1403900011325037
14,039,0001,1325,038,Guadalajara,13.68,33.0,31.0,0.0,20.0,0.0,6.0,20.0,87.5,60.0,20.0,60.0,19.0,7.0,13.0,0.0,7.0,1403900011325038
14,039,0001,1325,039,Guadalajara,15.02,74.0,74.0,0.0,50.0,0.0,13.0,14.0,125.58,97.0,51.0,97.0,45.0,26.0,21.0,6.0,16.0,1403900011325039
14,039,0001,1325,040,Guadalajara,13.77,21.0,21.0,0.0,12.0,0.0,0.0,7.0,183.33,34.0,12.0,34.0,10.0,6.0,6.0,,4.0,1403900011325040
14,039,0001,1325,041,Guadalajara,12.45,74.0,73.0,,40.0,0.0,13.0,18.0,80.0,108.0,40.0,108.0,34.0,22.0,17.0,3.0,8.0,1403900011325041
14,039,0001,1325,042,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900011325042
14,039,0001,1325,043,Guadalajara,11.25,38.0,37.0,0.0,30.0,0.0,10.0,12.0,119.35,68.0,30.0,68.0,30.0,20.0,9.0,,9.0,1403900011325043
14,039,0001,1325,044,Guadalajara,13.81,12.0,12.0,0.0,9.0,0.0,0.0,5.0,88.89,17.0,9.0,17.0,6.0,5.0,4.0,0.0,3.0,1403900011325044
14,039,0001,1325,045,Guadalajara,13.27,43.0,43.0,0.0,19.0,0.0,9.0,8.0,78.95,68.0,19.0,50.0,14.0,12.0,6.0,,6.0,1403900011325045
14,039,0001,1325,046,Guadalajara,14.17,9.0,9.0,0.0,5.0,0.0,,3.0,100.0,14.0,5.0,14.0,4.0,,3.0,0.0,,1403900011325046
